organization,occurredAt,customerId,customerName,serviceLocationId,serviceLocationDescription,containerId,containerDescription,containerContentType,containerCubicYards,level,wasEmptied,emptyOccurredAt,levelAtEmpty,latitude,longitude,positionAccuracy,imageUrl
universityofmaryland,2020-02-28T06:07:21.347Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,20.0,f,,,38.990181,-76.94581600000001,11.0,https://images.compology.com/1/raw_device_data/cefc5083-0e1e-482b-9615-6c545e3e16f1
universityofmaryland,2020-02-28T06:08:04.987Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,30.0,f,,,38.979469,-76.925598,24.0,https://images.compology.com/1/raw_device_data/871ccf0c-7202-4a98-a9d0-7c7b894ea3ca
universityofmaryland,2020-02-28T06:08:05.784Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,20.0,f,,,38.984058000000005,-76.947998,25.0,https://images.compology.com/1/raw_device_data/7dc8f606-4224-4aa8-be4e-6e5f2ddcb080
universityofmaryland,2020-02-28T06:08:07.439Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,10.0,f,,,38.976290999999996,-76.92570400000001,13.0,https://images.compology.com/1/raw_device_data/45d2361e-4458-415b-914e-29e09f33a6b7
universityofmaryland,2020-02-28T06:08:19.792Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,25.0,f,,,38.992412,-76.950553,28.0,https://images.compology.com/1/raw_device_data/e6f0f7a4-c96a-48f3-9b80-7b4bc864869a
universityofmaryland,2020-02-28T06:08:58.795Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,20.0,f,,,38.992416,-76.950637,23.0,https://images.compology.com/1/raw_device_data/eafb8f1a-1425-4d28-a6fd-a5911b47d760
universityofmaryland,2020-02-28T06:09:38.068Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,5.0,f,,,38.976612,-76.925209,14.0,https://images.compology.com/1/raw_device_data/4a3fcad6-1404-4869-acb7-362be341dea3
universityofmaryland,2020-02-28T06:09:46.756Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,20.0,f,,,38.989982,-76.94535,24.0,https://images.compology.com/1/raw_device_data/6727269f-8c55-4b60-a474-f4493f94c8b3
universityofmaryland,2020-02-28T09:55:20.821Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,0.0,t,2020-02-28T09:55:20.000Z,20.0,38.990215,-76.945564,16.0,https://images.compology.com/1/raw_device_data/f14244b2-2770-47cb-9a07-865de1db9286
universityofmaryland,2020-02-28T09:57:53.205Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,0.0,t,2020-02-28T09:57:53.000Z,25.0,38.992366,-76.950599,24.0,https://images.compology.com/1/raw_device_data/186e2dce-2784-43fd-9667-4b668e08a19c
universityofmaryland,2020-02-28T13:55:11.250Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,0.0,t,2020-02-28T13:55:11.000Z,20.0,38.983455,-76.947761,16.0,https://images.compology.com/1/raw_device_data/0d0b6b5b-9747-4530-b45d-b0b82162fbcb
universityofmaryland,2020-02-28T17:36:14.348Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,17.0,f,,,38.976444,-76.92546,18.0,https://images.compology.com/1/raw_device_data/e2d164a7-de1a-442c-b986-347f9978cbc0
universityofmaryland,2020-02-28T17:37:20.018Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,5.0,f,,,38.983740999999995,-76.948074,24.0,https://images.compology.com/1/raw_device_data/f6110c47-4799-403f-af61-447b8770e78f
universityofmaryland,2020-02-28T17:38:56.145Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,5.0,f,,,38.992408000000005,-76.95066800000001,13.0,https://images.compology.com/1/raw_device_data/76a12cc5-d86f-4db5-9109-49dd589da5c3
universityofmaryland,2020-02-28T17:39:39.136Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,50.0,f,,,38.990131,-76.94579300000001,13.0,https://images.compology.com/1/raw_device_data/2f1a9cfb-9937-4892-a3de-49fcc486ca37
universityofmaryland,2020-02-28T17:40:01.685Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,75.0,f,,,38.990131,-76.945838,15.0,https://images.compology.com/1/raw_device_data/ef7c3726-5669-4a49-b103-125a3aa69da2
universityofmaryland,2020-02-28T17:40:04.657Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,10.0,f,,,38.992416,-76.950744,20.0,https://images.compology.com/1/raw_device_data/b9ee88a0-039b-4d98-9fd5-9f8e85e1a7a5
universityofmaryland,2020-02-28T17:40:09.695Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,5.0,f,,,38.976612,-76.925399,10.0,https://images.compology.com/1/raw_device_data/2b9d433f-0ec7-4dd0-b989-b604454daa85
universityofmaryland,2020-02-28T17:40:10.788Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,45.0,f,,,38.979366,-76.925651,22.0,https://images.compology.com/1/raw_device_data/b35dd964-d461-4ffb-8a41-f8a1e5f053fa
universityofmaryland,2020-02-28T17:40:35.666Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,62.0,f,,,38.979372999999995,-76.925552,19.0,https://images.compology.com/1/raw_device_data/21ba8a8b-1eec-449e-8c34-887100abdbf5
universityofmaryland,2020-02-29T00:36:06.178Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,50.0,f,,,38.979351,-76.925598,12.0,https://images.compology.com/1/raw_device_data/88ba9dcd-4a9f-4147-9b25-d702368af2b6
universityofmaryland,2020-02-29T00:36:14.562Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,22.0,f,,,38.992313,-76.95079799999999,28.0,https://images.compology.com/1/raw_device_data/efab5e36-fe25-4fa8-aa26-9a4057464986
universityofmaryland,2020-02-29T00:37:37.667Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,45.0,f,,,38.990181,-76.94579300000001,17.0,https://images.compology.com/1/raw_device_data/424a86da-a67d-4674-9597-7b74475a9ad6
universityofmaryland,2020-02-29T00:38:00.370Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,15.0,f,,,38.976642,-76.925354,23.0,https://images.compology.com/1/raw_device_data/f66a1b62-b874-4a03-a096-3354124f5ded
universityofmaryland,2020-02-29T00:38:02.033Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,60.0,f,,,38.990123,-76.94586899999999,16.0,https://images.compology.com/1/raw_device_data/27555a19-ebd9-4340-b5ec-94db4175360a
universityofmaryland,2020-02-29T00:38:44.023Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,40.0,f,,,38.976673,-76.925399,19.0,https://images.compology.com/1/raw_device_data/3c8f47b3-b55a-40ca-b7bd-fdfa13eefc81
universityofmaryland,2020-02-29T00:39:33.939Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,20.0,f,,,38.992309000000006,-76.950988,23.0,https://images.compology.com/1/raw_device_data/0984a445-86df-4fa9-aac7-55ebbe83d698
universityofmaryland,2020-02-29T00:40:18.360Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,42.0,f,,,38.979175,-76.92594100000001,26.0,https://images.compology.com/1/raw_device_data/c2d61f27-ebb1-49da-8c79-5d65ec141b07
universityofmaryland,2020-02-29T04:16:15.334Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,45.0,f,,,38.979507,-76.92543,30.0,https://images.compology.com/1/raw_device_data/bf33c9ec-fcee-4422-9865-1b602b344384
universityofmaryland,2020-02-29T04:16:36.093Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,20.0,f,,,38.992496,-76.950767,17.0,https://images.compology.com/1/raw_device_data/b4efe4d7-d125-4428-af48-b7621f6b6aab
universityofmaryland,2020-02-29T04:17:19.987Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,7.0,f,,,38.983748999999996,-76.947731,14.0,https://images.compology.com/1/raw_device_data/e5d70ad6-7bb3-4efa-be4b-0c4df1c0dbaa
universityofmaryland,2020-02-29T04:19:17.744Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,12.0,f,,,38.976451000000004,-76.925338,14.0,https://images.compology.com/1/raw_device_data/a12ffc86-e93c-4db9-80b6-297a7df90810
universityofmaryland,2020-02-29T04:19:18.753Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,60.0,f,,,38.990215,-76.945762,13.0,https://images.compology.com/1/raw_device_data/b6a8b1c5-177e-434c-8fce-b1ff1d7136c0
universityofmaryland,2020-02-29T04:19:39.788Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,50.0,f,,,38.979372999999995,-76.925498,14.0,https://images.compology.com/1/raw_device_data/99f7beb6-c7e5-4b2b-8203-31cd17cef9b4
universityofmaryland,2020-02-29T04:20:02.856Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,40.0,f,,,38.990192,-76.945846,19.0,https://images.compology.com/1/raw_device_data/9711bf57-fd52-4551-befa-20a712a69881
universityofmaryland,2020-02-29T04:20:12.792Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,40.0,f,,,38.976779,-76.92564300000001,17.0,https://images.compology.com/1/raw_device_data/74b179a1-9dc9-4995-bdbb-30ce198f5d57
universityofmaryland,2020-02-29T04:29:42.219Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,5.0,f,,,38.983726000000004,-76.947723,15.0,https://images.compology.com/1/raw_device_data/35f79385-7db0-4e4a-8ab3-777d486ee057
universityofmaryland,2020-02-29T05:16:53.153Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,25.0,f,,,38.992382,-76.95070600000001,12.0,https://images.compology.com/1/raw_device_data/af9b6fb7-a73e-44e4-a0d9-193917093ef5
universityofmaryland,2020-02-29T10:27:05.629Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,0.0,t,2020-02-29T10:27:05.000Z,12.0,38.97657,-76.92525400000001,26.0,https://images.compology.com/1/raw_device_data/88ac76c3-248f-4506-a4ef-d7b080d097a5
universityofmaryland,2020-02-29T10:30:08.168Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,0.0,t,2020-02-29T10:30:08.000Z,45.0,38.979278,-76.925598,26.0,https://images.compology.com/1/raw_device_data/1bcde3ca-d2e0-424e-8678-fb2e176ed740
universityofmaryland,2020-02-29T11:39:12.184Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,0.0,t,2020-02-29T11:39:12.000Z,7.0,38.983837,-76.947547,27.0,https://images.compology.com/1/raw_device_data/9c370ee9-34ba-4b1f-8d4e-706f89ea2569
universityofmaryland,2020-02-29T13:06:27.465Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,0.0,t,2020-02-29T13:06:27.000Z,40.0,38.99007,-76.945686,15.0,https://images.compology.com/1/raw_device_data/e46541b0-25ae-498a-a02c-9f9d4147d8c3
universityofmaryland,2020-02-29T13:51:53.258Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,0.0,t,2020-02-29T13:51:53.000Z,20.0,38.992496,-76.950515,14.0,https://images.compology.com/1/raw_device_data/1fe06ff5-774b-4c85-8ad1-01c36ab78182
universityofmaryland,2020-02-29T18:57:01.208Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,60.0,f,,,38.990283000000005,-76.94609,28.0,https://images.compology.com/1/raw_device_data/3098ff76-cd4b-4d58-afa8-867c28cfa52a
universityofmaryland,2020-02-29T18:57:01.970Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,40.0,f,,,38.976478,-76.92576600000001,30.0,https://images.compology.com/1/raw_device_data/572527f7-8052-46d1-876c-b2747182f26e
universityofmaryland,2020-02-29T18:57:21.946Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,45.0,f,,,38.979296999999995,-76.92558199999999,17.0,https://images.compology.com/1/raw_device_data/bb69dd15-9a23-44e7-8cf1-f92bf51f4045
universityofmaryland,2020-02-29T18:58:04.083Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,15.0,f,,,38.992298,-76.950614,25.0,https://images.compology.com/1/raw_device_data/9bbb2edf-8a80-468f-8689-6170b328614f
universityofmaryland,2020-02-29T18:58:40.485Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,0.0,f,,,38.976558000000004,-76.925598,18.0,https://images.compology.com/1/raw_device_data/d150174e-e97e-42ef-a70d-d5954e070a59
universityofmaryland,2020-02-29T18:58:42.189Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,0.0,f,,,38.983814,-76.94785999999999,21.0,https://images.compology.com/1/raw_device_data/23d4650c-c54c-4722-8907-a2da525b5ed6
universityofmaryland,2020-02-29T18:58:51.827Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,0.0,f,,,38.979079999999996,-76.92617800000001,25.0,https://images.compology.com/1/raw_device_data/6773c50c-aba3-4fdc-b941-adc43231fcef
universityofmaryland,2020-02-29T18:58:56.331Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,0.0,f,,,38.990173,-76.945854,14.0,https://images.compology.com/1/raw_device_data/870e38bc-6f1f-4190-9af3-ef3a8aa9137b
universityofmaryland,2020-02-29T19:00:03.095Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,0.0,f,,,38.992317,-76.95070600000001,7.3,https://images.compology.com/1/raw_device_data/7187869f-7bb9-43b4-a300-25c4e8e6c42c
universityofmaryland,2020-02-29T19:00:10.579Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,12.0,f,,,38.983745,-76.947891,27.0,https://images.compology.com/1/raw_device_data/ee4538c3-3683-4f2b-b74f-4a3799f8b439
universityofmaryland,2020-02-29T23:35:55.172Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,30.0,f,,,38.983585,-76.94799,17.0,https://images.compology.com/1/raw_device_data/f4bc6a0c-a11a-40de-bf7b-622cbf98878e
universityofmaryland,2020-02-29T23:36:34.907Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,65.0,f,,,38.979259000000006,-76.925498,16.0,https://images.compology.com/1/raw_device_data/65177b73-0d11-45d5-ba03-5e34450bbd67
universityofmaryland,2020-02-29T23:37:15.438Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,0.0,f,,,38.976459000000006,-76.925781,21.0,https://images.compology.com/1/raw_device_data/819f3f83-b729-4f70-890e-a8e573d70299
universityofmaryland,2020-02-29T23:38:27.255Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,0.0,f,,,38.979248,-76.925781,28.0,https://images.compology.com/1/raw_device_data/6ddc85c2-cb3d-48f4-ad7b-40c95525ade3
universityofmaryland,2020-02-29T23:38:39.536Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,45.0,f,,,38.976524,-76.925354,24.0,https://images.compology.com/1/raw_device_data/dc120727-a8a3-42dd-8250-5beed27fdb88
universityofmaryland,2020-02-29T23:39:43.307Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,5.0,f,,,38.992340000000006,-76.95078199999999,17.0,https://images.compology.com/1/raw_device_data/8a7ff960-9275-428e-8ace-2288ae5a7d3e
universityofmaryland,2020-02-29T23:40:09.453Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,65.0,f,,,38.990097,-76.945922,24.0,https://images.compology.com/1/raw_device_data/0b839dbe-267c-4232-9870-bf3118ca6ee6
universityofmaryland,2020-02-29T23:40:10.494Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,5.0,f,,,38.990047,-76.94569399999999,15.0,https://images.compology.com/1/raw_device_data/79e64e72-6d6f-4824-9e40-6a206b97c256
universityofmaryland,2020-03-01T04:15:49.572Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,47.0,f,,,38.979362,-76.925392,17.0,https://images.compology.com/1/raw_device_data/976e11af-370e-4ce2-a09a-512be0818f8b
universityofmaryland,2020-03-01T04:15:58.668Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,0.0,f,,,38.979133000000004,-76.925605,25.0,https://images.compology.com/1/raw_device_data/5081a8e8-2bfe-4e61-bd0d-e9a9230a8c2f
universityofmaryland,2020-03-01T04:16:13.450Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,62.0,f,,,38.990272,-76.9458,20.0,https://images.compology.com/1/raw_device_data/bc9e8f34-adbc-4faf-a744-e543ff5956aa
universityofmaryland,2020-03-01T04:16:55.652Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,7.0,f,,,38.983818,-76.94768499999999,26.0,https://images.compology.com/1/raw_device_data/32701783-4f83-45f1-bcdb-3e1f4271ca70
universityofmaryland,2020-03-01T04:17:40.489Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,2.0,f,,,38.976532,-76.92549100000001,27.0,https://images.compology.com/1/raw_device_data/162f0d17-7249-4f98-b544-870712f29e19
universityofmaryland,2020-03-01T04:17:41.871Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,42.0,f,,,38.976805999999996,-76.925437,26.0,https://images.compology.com/1/raw_device_data/0472f022-4ef2-4eee-a7db-bf45ca678379
universityofmaryland,2020-03-01T04:18:20.944Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,5.0,f,,,38.992687,-76.95066,18.0,https://images.compology.com/1/raw_device_data/8effef21-b7c5-4d50-b0fc-ecd2df9e4732
universityofmaryland,2020-03-01T04:19:39.765Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,5.0,f,,,38.990196000000005,-76.945701,13.0,https://images.compology.com/1/raw_device_data/c13cab6d-8cf2-4687-a636-84476efe6273
universityofmaryland,2020-03-01T04:19:49.240Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,30.0,f,,,38.992378,-76.950683,27.0,https://images.compology.com/1/raw_device_data/a9f7b448-ce92-452e-b799-891d58ca11ce
universityofmaryland,2020-03-01T18:57:11.771Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,50.0,f,,,38.992197999999995,-76.95099599999999,28.0,https://images.compology.com/1/raw_device_data/c5607bbf-0082-4f05-9cdb-1836dce4b18a
universityofmaryland,2020-03-01T18:57:52.338Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,70.0,f,,,38.990253,-76.945945,19.0,https://images.compology.com/1/raw_device_data/9c5626e5-16d5-462e-832e-d5c791eae689
universityofmaryland,2020-03-01T18:59:07.620Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,0.0,f,,,38.983421,-76.94767,28.0,https://images.compology.com/1/raw_device_data/23fa2159-5f8a-4ea9-a724-c4a099f3d860
universityofmaryland,2020-03-01T19:00:03.769Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,0.0,f,,,38.979419,-76.925498,20.0,https://images.compology.com/1/raw_device_data/45e5960e-b20b-4c7e-a1b1-d41f8fecf4c6
universityofmaryland,2020-03-01T19:00:05.152Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,35.0,f,,,38.979396,-76.925727,25.0,https://images.compology.com/1/raw_device_data/4913e747-356e-44c2-89bd-7e9be41f1c57
universityofmaryland,2020-03-01T19:00:07.765Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,5.0,f,,,38.976551,-76.925682,21.0,https://images.compology.com/1/raw_device_data/ccdc346e-6653-473b-95ad-672338e281da
universityofmaryland,2020-03-01T19:00:24.693Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,10.0,f,,,38.98381,-76.947868,29.0,https://images.compology.com/1/raw_device_data/28cb5a99-0b5d-4c5c-a458-f6d9e94bb9f6
universityofmaryland,2020-03-01T19:00:37.185Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,5.0,f,,,38.990268,-76.945991,22.0,https://images.compology.com/1/raw_device_data/4361dc23-6b1d-42c0-82b7-b40cda3b59c3
universityofmaryland,2020-03-01T19:01:15.427Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,50.0,f,,,38.992453999999995,-76.950981,30.0,https://images.compology.com/1/raw_device_data/3211a29e-0db7-4e3a-85de-e2923b388435
universityofmaryland,2020-03-01T19:01:21.610Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,35.0,f,,,38.976473999999996,-76.925842,26.0,https://images.compology.com/1/raw_device_data/9cd9fafe-a300-4831-a4e0-c6b55c47773b
universityofmaryland,2020-03-01T23:37:26.450Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,0.0,f,,,38.979372999999995,-76.925453,30.0,https://images.compology.com/1/raw_device_data/7770cf51-12fe-46e9-ad87-4267f44b2606
universityofmaryland,2020-03-01T23:38:19.698Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,65.0,f,,,38.992137,-76.950561,28.0,https://images.compology.com/1/raw_device_data/154e3cff-904a-466b-b49a-e1ad64d26de4
universityofmaryland,2020-03-01T23:38:24.138Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,15.0,f,,,38.983573,-76.94783699999999,20.0,https://images.compology.com/1/raw_device_data/35daced3-e462-430a-a954-0595ddc46ee4
universityofmaryland,2020-03-01T23:38:46.559Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,10.0,f,,,38.990207,-76.94588399999999,22.0,https://images.compology.com/1/raw_device_data/01be8475-379c-4d2c-bc7e-8a11584f7d02
universityofmaryland,2020-03-01T23:38:55.234Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,40.0,f,,,38.976455,-76.925865,29.0,https://images.compology.com/1/raw_device_data/a408df3d-7829-46d0-a674-0e36d789e9ef
universityofmaryland,2020-03-01T23:39:03.351Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,52.0,f,,,38.979267,-76.925628,19.0,https://images.compology.com/1/raw_device_data/b0f103c6-5e6b-45a7-af09-59073bed4704
universityofmaryland,2020-03-01T23:39:10.931Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,75.0,f,,,38.990207,-76.9458,22.0,https://images.compology.com/1/raw_device_data/24941c86-09f4-4dbc-8b1b-bccc9fcdeead
universityofmaryland,2020-03-01T23:39:35.543Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,40.0,f,,,38.99224,-76.95082,27.0,https://images.compology.com/1/raw_device_data/58d3457a-266e-4b73-b3e7-41a8f49b9484
universityofmaryland,2020-03-01T23:40:04.016Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,2.0,f,,,38.976417,-76.925399,22.0,https://images.compology.com/1/raw_device_data/7bd8444b-d6e5-4c6a-bf98-ba14843a0fb1
universityofmaryland,2020-03-02T04:15:34.603Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,42.0,f,,,38.992430999999996,-76.9505,23.0,https://images.compology.com/1/raw_device_data/1a118b9a-e416-4cc1-a3ec-a1cf4e4eb50f
universityofmaryland,2020-03-02T04:15:54.014Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,2.0,f,,,38.97676,-76.925415,25.0,https://images.compology.com/1/raw_device_data/c7dcda16-f8da-4315-be77-b3d887a443a2
universityofmaryland,2020-03-02T04:16:01.132Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,42.0,f,,,38.976692,-76.925392,23.0,https://images.compology.com/1/raw_device_data/c1da9bc5-4827-4b04-bfc9-a3eda5165f1f
universityofmaryland,2020-03-02T04:16:16.486Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,45.0,f,,,38.979377,-76.925422,23.0,https://images.compology.com/1/raw_device_data/359f3566-cf96-4d04-9079-fb871f1a0780
universityofmaryland,2020-03-02T04:17:14.109Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,62.0,f,,,38.990188,-76.945709,22.0,https://images.compology.com/1/raw_device_data/309c2e34-ad36-4c5c-a74f-0f60ce24c91c
universityofmaryland,2020-03-02T04:17:58.061Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,0.0,f,,,38.979438,-76.925415,27.0,https://images.compology.com/1/raw_device_data/40400751-4605-4063-a2c7-8f64426721ac
universityofmaryland,2020-03-02T04:18:14.015Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,50.0,f,,,38.992225,-76.950721,23.0,https://images.compology.com/1/raw_device_data/01a8c95f-3067-4ae5-b81e-043ed688f975
universityofmaryland,2020-03-02T04:19:39.323Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,10.0,f,,,38.983776,-76.947586,27.0,https://images.compology.com/1/raw_device_data/e5a2d7e3-cced-4e54-887d-844c0cd748c2
universityofmaryland,2020-03-02T04:19:54.589Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,10.0,f,,,38.990111999999996,-76.945678,28.0,https://images.compology.com/1/raw_device_data/5e7821cb-f659-4a2d-9b02-006adeec3389
universityofmaryland,2020-03-02T10:02:09.548Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,0.0,t,2020-03-02T10:02:09.000Z,62.0,38.990196000000005,-76.94583100000001,24.0,https://images.compology.com/1/raw_device_data/022bcf5e-7302-4752-8c6b-1b31e86c5ce3
universityofmaryland,2020-03-02T10:04:22.913Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,0.0,t,2020-03-02T10:04:22.000Z,50.0,38.99253,-76.95078199999999,29.0,https://images.compology.com/1/raw_device_data/c2bb6549-f628-408e-be96-ddb1c2d01b61
